"";"Unnamed: 0";"ISBN";"count";"rating-mean";"rating-std";"group-weight";"normalized-weight"
"71";"71";"0006513492";"7.0";"N/A";"N/A";"0.0";"0.0"
"72";"72";"0006513840";"8.0";"8.0";"0.816496580927726";"0.0";"0.0"
"73";"73";"0006514006";"15.0";"8.0";"0.816496580927726";"0.0";"0.0"
"74";"74";"000651409X";"9.0";"5.0";"0.0";"0.0";"0.0"
"75";"75";"0006514189";"7.0";"7.0";"1.7320508075688772";"0.0";"0.0"
"76";"76";"0006514219";"12.0";"7.6";"2.073644135332772";"0.0";"0.0"
"77";"77";"0006514480";"10.0";"7.0";"1.0";"0.0";"0.0"
"78";"78";"0006514782";"6.0";"4.5";"2.1213203435596424";"0.0";"0.0"
"79";"79";"0006514855";"23.0";"7.181818181818182";"2.04049904769308";"0.0";"0.0"
"80";"80";"0006530400";"18.0";"8.375";"1.7677669529663689";"0.0";"0.0"
"81";"81";"0006531156";"7.0";"4.666666666666667";"2.516611478423583";"0.0";"0.0"
"82";"82";"0006531768";"11.0";"5.666666666666667";"3.214550253664318";"0.0";"0.0"
"83";"83";"0006531776";"7.0";"6.5";"0.7071067811865476";"0.0";"0.0"
"84";"84";"0006543545";"11.0";"6.75";"1.2583057392117916";"0.0";"0.0"
"85";"85";"0006545793";"7.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"86";"86";"0006546684";"12.0";"7.6";"0.8944271909999159";"0.0";"0.0"
"87";"87";"0006546838";"6.0";"6.0";"3.559026084010437";"0.0";"0.0"
"88";"88";"0006547613";"6.0";"8.0";"1.0";"0.0";"0.0"
"89";"89";"0006547834";"32.0";"8.307692307692308";"1.7021856236720767";"0.0";"0.0"
"90";"90";"0006548539";"6.0";"8.5";"0.7071067811865476";"0.0";"0.0"
"91";"91";"0006548598";"7.0";"6.833333333333333";"3.311595788538611";"0.0";"0.0"
"92";"92";"0006548768";"7.0";"N/A";"N/A";"0.0";"0.0"
"93";"93";"0006548830";"7.0";"6.75";"2.6299556396765835";"0.0";"0.0"
"94";"94";"0006550193";"6.0";"7.5";"0.7071067811865476";"0.0";"0.0"
"95";"95";"0006550436";"13.0";"7.0";"1.632993161855452";"0.0";"0.0"
"96";"96";"0006550576";"20.0";"7.083333333333333";"2.0652243256245835";"0.0";"0.0"
"97";"97";"0006550649";"11.0";"5.25";"2.98607881119482";"0.0";"0.0"
"98";"98";"0006550681";"35.0";"8.166666666666666";"1.5859229221975182";"0.0";"0.0"
"99";"99";"0006550789";"27.0";"7.454545454545454";"1.2135597524338355";"0.0";"0.0"
"100";"100";"0006550924";"9.0";"8.0";"1.5811388300841898";"0.0";"0.0"
"101";"101";"0006551092";"13.0";"7.5";"3.391164991562634";"0.0";"0.0"
"102";"102";"0006551971";"10.0";"8.125";"1.246423454758225";"0.0";"0.0"
"103";"103";"0006552323";"6.0";"N/A";"N/A";"0.0";"0.0"
"104";"104";"0006552390";"8.0";"7.0";"1.4142135623730951";"0.0";"0.0"
"105";"105";"0006552412";"12.0";"6.5";"1.378404875209022";"0.0";"0.0"
"106";"106";"0006716644";"6.0";"10.0";"N/A";"0.0";"0.0"
"107";"107";"0006716652";"10.0";"8.5";"2.3804761428476167";"0.0";"0.0"
"108";"108";"0006716679";"9.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"109";"109";"0006722253";"7.0";"8.5";"2.1213203435596424";"0.0";"0.0"
"110";"110";"0006724159";"7.0";"8.2";"1.0954451150103324";"0.0";"0.0"
"111";"111";"0006742939";"6.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"112";"112";"0006742947";"6.0";"9.0";"N/A";"0.0";"0.0"
"113";"113";"0006754023";"9.0";"7.5";"1.7320508075688772";"0.0";"0.0"
"114";"114";"0006755186";"8.0";"8.5";"1.2909944487358056";"0.0";"0.0"
"115";"115";"000710068X";"9.0";"8.25";"1.5";"0.0";"0.0"
"116";"116";"0007100922";"7.0";"6.0";"1.4142135623730951";"0.0";"0.0"
"117";"117";"0007101880";"6.0";"N/A";"N/A";"0.0";"0.0"
"118";"118";"0007103468";"6.0";"7.0";"N/A";"0.0";"0.0"
"119";"119";"0007105940";"6.0";"7.0";"N/A";"0.0";"0.0"
"120";"120";"0007106572";"20.0";"6.0";"3.605551275463989";"0.0";"0.0"
"121";"121";"0007107838";"8.0";"8.25";"1.5";"0.0";"0.0"
"122";"122";"0007108265";"17.0";"6.2";"1.6865480854231356";"0.0";"0.0"
"123";"123";"0007108273";"20.0";"7.555555555555555";"1.6666666666666667";"0.0";"0.0"
"124";"124";"0007110928";"40.0";"8.0";"1.8064212949190013";"0.0";"0.0"
"125";"125";"0007118627";"11.0";"7.25";"0.957427107756338";"0.0";"0.0"
"126";"126";"0007119860";"8.0";"7.25";"0.5";"0.0";"0.0"
"127";"127";"0007122039";"14.0";"7.285714285714286";"1.889822365046136";"0.0";"0.0"
"128";"128";"0007123817";"7.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"129";"129";"0007123825";"8.0";"10.0";"N/A";"0.0";"0.0"
"130";"130";"0007123833";"8.0";"9.333333333333334";"1.1547005383792517";"0.0";"0.0"
"131";"131";"0007127286";"6.0";"N/A";"N/A";"0.0";"0.0"
"132";"132";"000712855X";"7.0";"9.0";"0.0";"0.0";"0.0"
"133";"133";"0007128568";"8.0";"7.5";"0.7071067811865476";"0.0";"0.0"
"134";"134";"0007128665";"10.0";"5.8";"1.4832396974191326";"0.0";"0.0"
"135";"135";"0007137699";"8.0";"7.0";"0.816496580927726";"0.0";"0.0"
"136";"136";"0007140676";"7.0";"8.0";"2.0";"0.0";"0.0"
"137";"137";"0007141076";"24.0";"7.666666666666667";"2.875181153713044";"0.0";"0.0"
"138";"138";"000714415";"6.0";"4.5";"4.949747468305833";"0.0";"0.0"
"139";"139";"000714637X";"10.0";"5.333333333333333";"1.5275252316519463";"0.0";"0.0"
"140";"140";"0007154534";"7.0";"8.0";"N/A";"0.0";"0.0"
"141";"141";"0007154607";"6.0";"7.5";"0.7071067811865476";"0.0";"0.0"
"142";"142";"0007154615";"43.0";"7.153846153846154";"2.339734808553947";"0.0";"0.0"
"143";"143";"0007156103";"9.0";"6.0";"1.4142135623730951";"0.0";"0.0"
"144";"144";"0007158033";"7.0";"8.5";"0.5773502691896257";"0.0";"0.0"
"145";"145";"000716226X";"18.0";"5.7";"2.162817093001112";"0.0";"0.0"
"146";"146";"0007170866";"13.0";"6.25";"2.3754698783308417";"0.0";"0.0"
"147";"147";"0020103700";"7.0";"5.5";"0.7071067811865476";"0.0";"0.0"
"148";"148";"0020125305";"19.0";"6.75";"2.052872551885702";"0.0";"0.0"
"149";"149";"0020125607";"10.0";"6.75";"2.362907813126304";"0.0";"0.0"
"150";"150";"0020198817";"24.0";"7.846153846153846";"1.7722938923964164";"0.0";"0.0"
"151";"151";"0020198906";"41.0";"7.333333333333333";"1.759328876372492";"0.0";"0.0"
"152";"152";"0020199058";"8.0";"N/A";"N/A";"0.0";"0.0"
"153";"153";"0020199309";"10.0";"9.0";"0.0";"0.0";"0.0"
"154";"154";"0020199600";"38.0";"8.380952380952381";"1.1169686869465263";"0.0";"0.0"
"155";"155";"0020199708";"6.0";"6.5";"2.1213203435596424";"0.0";"0.0"
"156";"156";"0020264763";"10.0";"9.5";"1.0";"0.0";"0.0"
"157";"157";"002026478X";"65.0";"7.3";"1.888562063228706";"0.0";"0.0"
"158";"158";"0020264801";"10.0";"9.0";"1.224744871391589";"0.0";"0.0"
"159";"159";"0020306652";"9.0";"7.714285714285714";"2.138089935299395";"0.0";"0.0"
"160";"160";"0020360754";"15.0";"7.833333333333333";"1.8348478592697184";"0.0";"0.0"
"161";"161";"0020383142";"9.0";"9.333333333333334";"0.5773502691896257";"0.0";"0.0"
"162";"162";"002040400X";"13.0";"7.8";"1.4832396974191326";"0.0";"0.0"
"163";"163";"0020415133";"6.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"164";"164";"0020418809";"28.0";"9.333333333333334";"1.0";"0.0";"0.0"
"165";"165";"0020427107";"6.0";"8.333333333333334";"0.5773502691896257";"0.0";"0.0"
"166";"166";"0020427115";"10.0";"7.6";"2.4083189157584592";"0.0";"0.0"
"167";"167";"0020427859";"31.0";"7.545454545454546";"2.504541329810165";"0.0";"0.0"
"168";"168";"0020434901";"6.0";"6.5";"2.1213203435596424";"0.0";"0.0"
"169";"169";"0020435207";"8.0";"N/A";"N/A";"0.0";"0.0"
"170";"170";"0020442009";"33.0";"8.583333333333334";"0.6685579234215215";"0.0";"0.0"
"171";"171";"0020442106";"21.0";"8.5";"0.9258200997725514";"0.0";"0.0"
"172";"172";"0020442203";"61.0";"8.76";"1.267543556122103";"0.0";"0.0"
"173";"173";"0020442300";"25.0";"8.636363636363637";"0.8090398349558905";"0.0";"0.0"
"174";"174";"0020442408";"44.0";"8.1";"1.5951314818673863";"0.0";"0.0"
"175";"175";"0020442505";"35.0";"7.875";"1.7268882005337975";"0.0";"0.0"
"176";"176";"0020442602";"32.0";"8.545454545454545";"0.8201995322647245";"0.0";"0.0"
"177";"177";"0020446500";"28.0";"8.285714285714286";"0.7559289460184545";"0.0";"0.0"
"178";"178";"0020449313";"22.0";"8.666666666666666";"1.96638416050035";"0.0";"0.0"
"179";"179";"0020518307";"10.0";"8.666666666666666";"0.5773502691896257";"0.0";"0.0"
"180";"180";"0020518501";"20.0";"8.25";"1.5811388300841898";"0.0";"0.0"
"181";"181";"0020518609";"12.0";"7.857142857142857";"1.2149857925879115";"0.0";"0.0"
"182";"182";"0020518706";"19.0";"8.875";"0.9910312089651148";"0.0";"0.0"
"183";"183";"0020518803";"6.0";"5.666666666666667";"2.0816659994661326";"0.0";"0.0"
"184";"184";"0020519001";"32.0";"6.727272727272728";"1.489356175728901";"0.0";"0.0"
"185";"185";"0020519109";"8.0";"5.5";"2.1213203435596424";"0.0";"0.0"
"186";"186";"0020532105";"27.0";"9.2";"1.3165611772087666";"0.0";"0.0"
"187";"187";"0020545401";"8.0";"8.0";"N/A";"0.0";"0.0"
"188";"188";"0020545509";"12.0";"7.5";"2.0816659994661326";"0.0";"0.0"
"189";"189";"0020633505";"6.0";"6.8";"1.6431676725154984";"0.0";"0.0"
"190";"190";"0020700105";"9.0";"8.0";"0.816496580927726";"0.0";"0.0"
"191";"191";"0020778201";"7.0";"5.5";"0.7071067811865476";"0.0";"0.0"
"192";"192";"0020811853";"19.0";"7.2";"0.8366600265340756";"0.0";"0.0"
"193";"193";"0020867409";"6.0";"7.0";"1.7320508075688772";"0.0";"0.0"
"194";"194";"0020868308";"32.0";"9.714285714285714";"0.4879500364742665";"0.0";"0.0"
"195";"195";"0020868804";"10.0";"8.0";"1.7320508075688772";"0.0";"0.0"
"196";"196";"0020868901";"11.0";"8.666666666666666";"0.5773502691896257";"0.0";"0.0"
"197";"197";"0020869002";"9.0";"7.5";"0.7071067811865476";"0.0";"0.0"
"198";"198";"002086910X";"11.0";"8.333333333333334";"2.8867513459481287";"0.0";"0.0"
"199";"199";"0020869207";"8.0";"8.5";"2.1213203435596424";"0.0";"0.0"
"200";"200";"002089130X";"19.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"201";"201";"002411510X";"13.0";"7.25";"1.9820624179302293";"0.0";"0.0"
"202";"202";"0024181900";"6.0";"9.5";"0.7071067811865476";"0.0";"0.0"
"203";"203";"0024182001";"8.0";"9.0";"1.914854215512676";"0.0";"0.0"
"204";"204";"0025196359";"12.0";"7.6";"2.6076809620810595";"0.0";"0.0"
"205";"205";"002542730X";"166.0";"7.797297297297297";"1.7748604400449155";"0.0";"0.0"
"206";"206";"0025439456";"7.0";"7.666666666666667";"2.516611478423583";"0.0";"0.0"
"207";"207";"0025631403";"6.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"208";"208";"0026217457";"10.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"209";"209";"0026284707";"7.0";"7.5";"0.7071067811865476";"0.0";"0.0"
"210";"210";"0028603958";"10.0";"8.666666666666666";"1.505545305418162";"0.0";"0.0"
"211";"211";"0028604032";"12.0";"8.0";"1.8708286933869709";"0.0";"0.0"
"212";"212";"0028604199";"75.0";"7.909090909090909";"1.6462767910431322";"0.0";"0.0"
"213";"213";"0028604202";"37.0";"8.294117647058824";"1.1599949289950011";"0.0";"0.0"
"214";"214";"0028621239";"9.0";"7.75";"2.0615528128088303";"0.0";"0.0"
"215";"215";"002907052X";"7.0";"8.0";"2.8284271247461903";"0.0";"0.0"
"216";"216";"0030000831";"6.0";"8.0";"1.7320508075688772";"0.0";"0.0"
"217";"217";"0030018897";"6.0";"8.0";"1.8257418583505536";"0.0";"0.0"
"218";"218";"0030085373";"6.0";"8.333333333333334";"0.5773502691896257";"0.0";"0.0"
"219";"219";"0030624363";"10.0";"5.75";"0.957427107756338";"0.0";"0.0"
"220";"220";"0030632366";"8.0";"7.25";"1.707825127659933";"0.0";"0.0"
"221";"221";"0044406711";"6.0";"7.25";"0.957427107756338";"0.0";"0.0"
"222";"222";"0044409494";"12.0";"10.0";"0.0";"0.0";"0.0"
"223";"223";"0048230871";"6.0";"10.0";"0.0";"0.0";"0.0"
"224";"224";"0048231398";"7.0";"8.75";"1.8929694486000912";"0.0";"0.0"
"225";"225";"0048231886";"7.0";"8.333333333333334";"1.5275252316519468";"0.0";"0.0"
"226";"226";"0048233404";"10.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"227";"227";"0060000791";"9.0";"8.0";"0.0";"0.0";"0.0"
"228";"228";"0060000961";"12.0";"6.666666666666667";"1.505545305418162";"0.0";"0.0"
"229";"229";"0060001445";"20.0";"6.666666666666667";"1.5275252316519463";"0.0";"0.0"
"230";"230";"0060001453";"36.0";"7.4";"1.837873166945363";"0.0";"0.0"
"231";"231";"0060001801";"15.0";"7.75";"2.0615528128088303";"0.0";"0.0"
"232";"232";"006000181X";"6.0";"6.5";"2.1213203435596424";"0.0";"0.0"
"233";"233";"0060001941";"9.0";"8.75";"1.2583057392117916";"0.0";"0.0"
"234";"234";"0060002050";"28.0";"7.538461538461538";"1.5607361839521232";"0.0";"0.0"
"235";"235";"0060002069";"28.0";"6.6";"1.776388345929897";"0.0";"0.0"
"236";"236";"0060002077";"20.0";"7.166666666666667";"2.316606713852541";"0.0";"0.0"
"237";"237";"0060002093";"9.0";"6.4";"1.51657508881031";"0.0";"0.0"
"238";"238";"0060002433";"8.0";"6.0";"1.0";"0.0";"0.0"
"239";"239";"0060002492";"33.0";"7.25";"1.9128750375000736";"0.0";"0.0"
"240";"240";"006000438X";"58.0";"7.5";"1.6655910507645917";"0.0";"0.0"
"241";"241";"0060004533";"7.0";"7.6";"0.5477225575051662";"0.0";"0.0"
"242";"242";"006000469X";"14.0";"7.25";"1.3887301496588271";"0.0";"0.0"
"243";"243";"0060004703";"9.0";"5.666666666666667";"2.516611478423583";"0.0";"0.0"
"244";"244";"0060004746";"9.0";"8.0";"1.5811388300841898";"0.0";"0.0"
"245";"245";"0060005424";"23.0";"8.545454545454545";"0.9341987329938276";"0.0";"0.0"
"246";"246";"0060005521";"9.0";"8.0";"N/A";"0.0";"0.0"
"247";"247";"0060005548";"22.0";"8.25";"1.5";"0.0";"0.0"
"248";"248";"0060005556";"6.0";"9.0";"1.0";"0.0";"0.0"
"249";"249";"0060005564";"6.0";"8.666666666666666";"1.5275252316519468";"0.0";"0.0"
"250";"250";"0060006331";"6.0";"9.0";"N/A";"0.0";"0.0"
"251";"251";"0060006641";"6.0";"9.0";"1.1547005383792517";"0.0";"0.0"
"252";"252";"0060007192";"15.0";"8.125";"1.9594095320493148";"0.0";"0.0"
"253";"253";"0060007575";"14.0";"8.5";"0.8366600265340756";"0.0";"0.0"
"254";"254";"0060007761";"7.0";"9.666666666666666";"0.5773502691896257";"0.0";"0.0"
"255";"255";"0060007788";"17.0";"8.11111111111111";"0.927960727138337";"0.0";"0.0"
"256";"256";"006000780X";"14.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"257";"257";"0060007834";"6.0";"7.0";"3.605551275463989";"0.0";"0.0"
"258";"258";"0060008024";"33.0";"8.23076923076923";"1.3634420996046583";"0.0";"0.0"
"259";"259";"0060008032";"103.0";"7.257142857142857";"1.615055219286492";"0.0";"0.0"
"260";"260";"0060008369";"8.0";"7.4";"1.816590212458495";"0.0";"0.0"
"261";"261";"0060008725";"14.0";"7.5";"0.8366600265340756";"0.0";"0.0"
"262";"262";"0060008776";"57.0";"6.857142857142857";"1.2761549390929885";"0.0";"0.0"
"263";"263";"0060008865";"11.0";"7.6";"0.8944271909999159";"0.0";"0.0"
"264";"264";"0060008873";"16.0";"7.6";"2.5099800796022267";"0.0";"0.0"
"265";"265";"0060008903";"6.0";"8.333333333333334";"0.5773502691896257";"0.0";"0.0"
"266";"266";"0060009012";"9.0";"7.571428571428571";"0.5345224838248488";"0.0";"0.0"
"267";"267";"0060009241";"49.0";"7.222222222222222";"2.1081851067789192";"0.0";"0.0"
"268";"268";"006000925X";"28.0";"7.0";"1.632993161855452";"0.0";"0.0"
"269";"269";"006000942X";"12.0";"6.8";"2.4899799195977463";"0.0";"0.0"
"270";"270";"0060011904";"7.0";"6.5";"2.6457513110645907";"0.0";"0.0"
"271";"271";"0060011912";"20.0";"6.571428571428571";"2.5727509827124";"0.0";"0.0"
"272";"272";"0060011939";"9.0";"7.6";"0.8944271909999157";"0.0";"0.0"
"273";"273";"006001203X";"54.0";"7.285714285714286";"1.9011274850166453";"0.0";"0.0"
"274";"274";"0060012331";"11.0";"8.833333333333334";"1.1690451944500122";"0.0";"0.0"
"275";"275";"0060012358";"9.0";"7.666666666666667";"1.3662601021279464";"0.0";"0.0"
"276";"276";"0060012781";"26.0";"8.583333333333334";"0.90033663737852";"0.0";"0.0"
"277";"277";"0060012897";"17.0";"9.0";"1.4142135623730951";"0.0";"0.0"
"278";"278";"0060013117";"15.0";"7.571428571428571";"2.070196678027062";"0.0";"0.0"
"279";"279";"0060013125";"17.0";"8.5";"0.9258200997725514";"0.0";"0.0"
"280";"280";"006001315X";"12.0";"9.0";"1.0";"0.0";"0.0"
"281";"281";"0060014091";"6.0";"8.0";"N/A";"0.0";"0.0"
"282";"282";"0060014342";"13.0";"6.75";"1.5";"0.0";"0.0"
"283";"283";"0060080841";"30.0";"8.0";"0.9534625892455924";"0.0";"0.0"
"284";"284";"0060081597";"17.0";"6.75";"1.9820624179302293";"0.0";"0.0"
"285";"285";"0060081651";"9.0";"9.0";"N/A";"0.0";"0.0"
"286";"286";"006008166X";"8.0";"6.5";"0.5773502691896257";"0.0";"0.0"
"287";"287";"0060081961";"14.0";"7.888888888888889";"0.7817359599705715";"0.0";"0.0"
"288";"288";"0060082151";"6.0";"6.5";"0.7071067811865476";"0.0";"0.0"
"289";"289";"006008216X";"12.0";"6.333333333333333";"0.5773502691896258";"0.0";"0.0"
"290";"290";"0060082739";"7.0";"6.5";"0.7071067811865476";"0.0";"0.0"
"291";"291";"0060083247";"7.0";"N/A";"N/A";"0.0";"0.0"
"292";"292";"0060083255";"23.0";"7.888888888888889";"0.927960727138337";"0.0";"0.0"
"293";"293";"0060083263";"9.0";"8.4";"1.51657508881031";"0.0";"0.0"
"294";"294";"0060083298";"26.0";"8.0";"1.0";"0.0";"0.0"
"295";"295";"0060083948";"45.0";"6.647058823529412";"2.119586530157127";"0.0";"0.0"
"296";"296";"0060083956";"9.0";"6.8";"2.3874672772626644";"0.0";"0.0"
"297";"297";"0060084405";"29.0";"8.090909090909092";"1.2210278829367864";"0.0";"0.0"
"298";"298";"0060084456";"11.0";"7.25";"1.5";"0.0";"0.0"
"299";"299";"006008460X";"23.0";"8.5";"1.0690449676496976";"0.0";"0.0"
"300";"300";"0060085444";"67.0";"7.176470588235294";"1.2366938848016846";"0.0";"0.0"
"301";"301";"0060085452";"41.0";"8.130434782608695";"1.2899734960662408";"0.0";"0.0"
"302";"302";"0060085495";"6.0";"8.8";"1.095445115010332";"0.0";"0.0"
"303";"303";"0060085894";"11.0";"7.333333333333333";"3.055050463303893";"0.0";"0.0"
"304";"304";"0060086246";"33.0";"7.866666666666666";"1.505545305418162";"0.0";"0.0"
"305";"305";"0060086386";"45.0";"6.052631578947368";"1.8700470644857607";"0.0";"0.0"
"306";"306";"0060086661";"11.0";"6.0";"1.0";"0.0";"0.0"
"307";"307";"0060087439";"6.0";"7.333333333333333";"1.1547005383792517";"0.0";"0.0"
"308";"308";"0060088613";"9.0";"7.0";"1.0";"0.0";"0.0"
"309";"309";"0060088796";"7.0";"8.0";"1.0";"0.0";"0.0"
"310";"310";"0060088877";"6.0";"9.0";"2.0";"0.0";"0.0"
"311";"311";"0060090251";"7.0";"8.333333333333334";"0.5773502691896257";"0.0";"0.0"
"312";"312";"0060090367";"61.0";"7.458333333333333";"1.9332146390351248";"0.0";"0.0"
"313";"313";"0060090375";"37.0";"7.2";"2.305273457593635";"0.0";"0.0"
"314";"314";"0060090383";"32.0";"7.923076923076923";"1.605279750362247";"0.0";"0.0"
"315";"315";"0060092130";"14.0";"7.0";"2.70801280154532";"0.0";"0.0"
"316";"316";"0060092149";"9.0";"6.5";"1.378404875209022";"0.0";"0.0"
"317";"317";"0060092165";"8.0";"8.0";"1.4142135623730951";"0.0";"0.0"
"318";"318";"0060092181";"9.0";"6.5";"2.1213203435596424";"0.0";"0.0"
"319";"319";"0060092572";"9.0";"6.333333333333333";"1.1547005383792517";"0.0";"0.0"
"320";"320";"0060092645";"33.0";"7.375";"1.3024701806293193";"0.0";"0.0"
"321";"321";"0060092653";"28.0";"7.666666666666667";"1.0327955589886444";"0.0";"0.0"
"322";"322";"0060092661";"25.0";"7.428571428571429";"1.8126539343499315";"0.0";"0.0"
"323";"323";"0060092963";"16.0";"7.777777777777778";"1.7159383568311668";"0.0";"0.0"
