"ISBN";"count";"rating-mean";"rating-std";"group-weight";"normalized-weight";"weighted-count";"rank";"rank-gain"
"006008460X";"7.0";"8.0";"N/A";"1.5714285714285714";"0.2244897959183673";"1.571428571428571";"9.483546617915906";"-72.3055167865529"
"0060085444";"13.0";"7.0";"0.0";"2.076923076923077";"0.1597633136094674";"2.076923076923076";"34.78062157221206";"-60.742860849738314"
"0060085452";"10.0";"8.0";"1.632993161855452";"2.8";"0.2799999999999999";"2.799999999999999";"80.827239488117";"-10.389524298399422"
"0060086246";"7.0";"8.5";"2.1213203435596424";"1.2857142857142858";"0.1836734693877551";"1.2857142857142858";"2.1480804387568555";"-86.27471892835618"
"0060090375";"7.0";"8.25";"0.957427107756338";"1.4285714285714286";"0.2040816326530612";"1.4285714285714284";"5.278793418647166";"-84.76481403707004"
"0060092653";"8.0";"8.0";"N/A";"2.625";"0.328125";"2.625";"72.8290676416819";"-12.834498907926402"
"0060092661";"7.0";"8.0";"N/A";"1.7142857142857142";"0.2448979591836734";"1.714285714285714";"14.922303473491773";"-68.6342125609311"
"0060096195";"18.0";"7.666666666666667";"1.7511900715418265";"2.2777777777777777";"0.1265432098765432";"2.2777777777777772";"48.8345521023766";"-48.741953898472396"
"006016848X";"24.0";"7.9";"1.7919573407620817";"2.458333333333333";"0.1024305555555555";"2.458333333333332";"62.47714808043876";"N/A"
"0060172916";"7.0";"7.666666666666667";"0.5773502691896258";"3.4285714285714284";"0.4897959183673469";"3.4285714285714284";"96.36654478976234";"10.081668472855768"
"0060173289";"13.0";"7.25";"1.707825127659933";"2.5384615384615383";"0.1952662721893491";"2.5384615384615383";"67.82449725776965";"-30.40805011227627"
"0060175400";"17.0";"9.666666666666666";"0.5773502691896257";"2.294117647058824";"0.1349480968858131";"2.294117647058823";"50.57129798903108";"-48.17450527573949"
"0060175966";"10.0";"9.5";"0.7071067811865476";"2.0";"0.2";"2.0";"32.47257769652651";"-61.410801302431544"
"006017773X";"6.0";"9.0";"1.4142135623730951";"2.6666666666666665";"0.4444444444444444";"2.6666666666666665";"76.34826325411335";"-4.410429294028518"
"0060177888";"6.0";"7.666666666666667";"2.516611478423583";"2.1666666666666665";"0.3611111111111111";"2.1666666666666665";"42.550274223034734";"-31.56310516183001"
"006018311X";"6.0";"7.5";"0.7071067811865476";"4.0";"0.6666666666666666";"4.0";"99.6343692870201";"25.520989902155364"
"0060184957";"8.0";"7.5";"1.0";"2.75";"0.34375";"2.75";"79.95886654478976";"-6.326009772116819"
"006018650X";"6.0";"N/A";"N/A";"2.333333333333333";"0.3888888888888889";"2.3333333333333335";"54.341864716636195";"N/A"
"0060186526";"7.0";"8.0";"N/A";"2.7142857142857144";"0.3877551020408163";"2.7142857142857144";"78.31352833638026";"N/A"
"0060192119";"8.0";"10.0";"N/A";"3.0";"0.375";"3.0";"89.57952468007312";"-4.462076060867716"
"0060192704";"6.0";"9.0";"1.4142135623730951";"1.3333333333333333";"0.2222222222222222";"1.3333333333333333";"3.7477148080438756";"-77.01097774009799"
"0060193395";"6.0";"7.5";"3.5355339059327378";"4.166666666666667";"0.6944444444444445";"4.166666666666667";"99.86288848263254";"12.945125197794809"
"0060194448";"7.0";"8.2";"1.3038404810405295";"3.0";"0.4285714285714285";"2.9999999999999996";"86.70018281535648";"0.4153064984499082"
"006019491X";"13.0";"9.5";"0.7071067811865476";"2.0";"0.1538461538461538";"1.9999999999999993";"26.942413162705666";"-70.29449495291198"
"0060199652";"13.0";"8.8";"1.0954451150103324";"2.3076923076923075";"0.1775147928994082";"2.3076923076923066";"51.53107861060329";"-46.64358275627821"
"0060234814";"7.0";"9.4";"0.8944271909999159";"3.7142857142857135";"0.5306122448979592";"3.7142857142857144";"98.76599634369288";"33.74457852252203"
"0060248025";"9.0";"9.166666666666666";"1.3291601358251257";"2.111111111111111";"0.2345679012345679";"2.111111111111111";"37.31718464351005";"-52.98883935988592"
"0060256656";"12.0";"10.0";"0.0";"1.9166666666666667";"0.1597222222222222";"1.9166666666666665";"24.29159049360146";"-64.64446476823623"
"0060256672";"7.0";"9.2";"1.0954451150103324";"3.2857142857142856";"0.4693877551020408";"3.2857142857142856";"94.26416819012798";"7.3464049052902425"
"0060256737";"11.0";"8.833333333333334";"1.3291601358251257";"2.8181818181818183";"0.256198347107438";"2.818181818181818";"81.17001828153565";"-6.747243324607993"
"0060263857";"6.0";"9.25";"0.957427107756338";"1.5";"0.25";"1.5";"7.9753199268738575";"-70.6261542366734"
"0060391626";"19.0";"8.666666666666666";"2.309401076758504";"2.1052631578947367";"0.1108033240997229";"2.1052631578947354";"36.56307129798903";"-62.29464490623278"
"0060392452";"35.0";"8.0";"1.5811388300841898";"2.3714285714285714";"0.0677551020408163";"2.3714285714285706";"56.03290676416819";"-43.627495350600455"
"0060502258";"45.0";"7.769230769230769";"1.589226549501683";"2.111111111111111";"0.0469135802469135";"2.1111111111111076";"36.63162705667276";"-63.17927866632342"
"0060505885";"14.0";"7.0";"2.0";"1.3571428571428572";"0.096938775510204";"1.3571428571428559";"3.793418647166362";"-91.2090897463041"
"0060507365";"8.0";"8.0";"2.6457513110645907";"2.75";"0.34375";"2.75";"79.95886654478976";"-1.8301968596790488"
"0060507845";"6.0";"9.0";"N/A";"2.1666666666666665";"0.3611111111111111";"2.1666666666666665";"42.550274223034734";"-46.38578103880296"
"0060512806";"10.0";"8.333333333333334";"1.1547005383792517";"2.7";"0.27";"2.7";"76.87385740402193";"-14.856162277219141"
"0060512822";"15.0";"8.5";"1.2909944487358056";"2.4";"0.16";"2.4";"58.50091407678245";"-38.63951736689447"
"0060513640";"9.0";"7.75";"1.5";"2.333333333333333";"0.2592592592592593";"2.333333333333334";"54.844606946983546";"-35.74698800535698"
"0060517794";"9.0";"8.5";"2.1213203435596424";"1.7777777777777777";"0.1975308641975308";"1.7777777777777772";"17.02468007312614";"-78.08588219291792"
"0060520507";"6.0";"8.0";"N/A";"2.333333333333333";"0.3888888888888889";"2.3333333333333335";"54.341864716636195";"-28.415824474117485"
"0060540753";"11.0";"7.666666666666667";"0.5773502691896258";"2.0";"0.1818181818181818";"1.9999999999999998";"27.62797074954296";"-64.78510376903844"
"0060542128";"8.0";"8.333333333333334";"1.5275252316519468";"2.625";"0.328125";"2.625";"72.8290676416819";"-18.071252660868936"
"0060548258";"6.0";"8.666666666666666";"1.5275252316519468";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"21.426759813864578"
"0060549270";"10.0";"9.0";"N/A";"1.6";"0.16";"1.6";"9.803473491773309";"-79.88509981120204"
"0060557257";"10.0";"7.5";"3.5355339059327378";"1.8";"0.18";"1.7999999999999998";"17.595978062157222";"-75.98253465346815"
"0060557818";"6.0";"9.0";"N/A";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"12.682114269157282"
"0060562773";"8.0";"7.0";"1.4142135623730951";"1.875";"0.234375";"1.875";"22.417733089579524";"-60.33995610117415"
"0060652934";"7.0";"7.666666666666667";"2.309401076758503";"3.2857142857142856";"0.4693877551020408";"3.2857142857142856";"94.26416819012798";"2.5341485088869007"
"0060740450";"11.0";"8.0";"N/A";"2.1818181818181817";"0.1983471074380165";"2.1818181818181817";"43.327239488117";"N/A"
"0060801263";"7.0";"9.0";"1.4142135623730951";"2.0";"0.2857142857142857";"2.0";"32.47257769652651";"-47.21329425963449"
"0060809248";"12.0";"7.0";"0.0";"1.8333333333333333";"0.1527777777777777";"1.8333333333333326";"18.39579524680073";"-70.54026001503696"
"0060809736";"7.0";"10.0";"N/A";"3.0";"0.4285714285714285";"2.9999999999999996";"86.70018281535648";"18.89251870853751"
"0060809833";"15.0";"8.833333333333334";"1.1690451944500122";"2.466666666666667";"0.1644444444444444";"2.466666666666666";"62.95703839122486";"-31.94127519654962"
"0060830956";"7.0";"9.0";"N/A";"3.7142857142857135";"0.5306122448979592";"3.7142857142857144";"98.76599634369288";"8.174401391352347"
"0060901012";"6.0";"N/A";"N/A";"2.6666666666666665";"0.4444444444444444";"2.6666666666666665";"76.34826325411335";"4.03706810110134"
"0060913509";"8.0";"N/A";"N/A";"2.875";"0.359375";"2.875";"84.50639853747715";"N/A"
"0060914653";"9.0";"8.0";"N/A";"3.111111111111111";"0.345679012345679";"3.1111111111111107";"90.1965265082267";"-4.011014108452187"
"0060915544";"28.0";"8.909090909090908";"0.9438798074485388";"2.321428571428572";"0.0829081632653061";"2.3214285714285707";"51.82815356489945";"-47.666308674131145"
"0060916338";"7.0";"N/A";"N/A";"2.142857142857143";"0.3061224489795918";"2.1428571428571423";"40.03656307129799";"-39.649308884863004"
"0060916508";"22.0";"8.333333333333334";"1.118033988749895";"2.363636363636364";"0.1074380165289256";"2.3636363636363633";"55.91864716636197";"-41.549804961913416"
"0060917016";"10.0";"7.666666666666667";"0.5773502691896258";"2.4";"0.24";"2.4";"58.50091407678245";"-32.71584970973397"
"0060920084";"9.0";"7.6";"0.8944271909999159";"2.6666666666666665";"0.2962962962962963";"2.6666666666666665";"76.34826325411335";"-18.654245139357116"
"0060921145";"20.0";"7.666666666666667";"0.5773502691896258";"2.5";"0.125";"2.5";"67.09323583180988";"-31.77991663992246"
"0060922249";"8.0";"8.0";"2.160246899469287";"2.5";"0.3125";"2.5";"67.09323583180988";"-20.3763740165288"
"0060922532";"13.0";"8.0";"0.0";"2.6153846153846154";"0.2011834319526627";"2.615384615384615";"71.96069469835466";"-26.183094133505804"
"0060924349";"6.0";"N/A";"N/A";"1.8333333333333333";"0.3055555555555555";"1.833333333333333";"20.315356489945156";"-65.34821005966315"
"0060924640";"6.0";"7.0";"N/A";"1.1666666666666667";"0.1944444444444444";"1.1666666666666663";"1.2797074954296161";"-77.32176666811763"
"0060924799";"6.0";"9.0";"1.4142135623730951";"1.8333333333333333";"0.3055555555555555";"1.833333333333333";"20.315356489945156";"-58.28611767360209"
"0060925000";"7.0";"9.0";"N/A";"1.4285714285714286";"0.2040816326530612";"1.4285714285714284";"5.278793418647166";"-78.2777226157757"
"0060926317";"16.0";"7.0";"2.6457513110645907";"2.75";"0.171875";"2.75";"79.95886654478976";"-17.18156489888716"
"0060927216";"8.0";"10.0";"N/A";"1.875";"0.234375";"1.875";"22.417733089579524";"-69.31228659166155"
"0060928336";"86.0";"8.55";"1.669383750149485";"1.825581395348837";"0.0212276906435911";"1.8255813953488347";"18.121572212065814";"-81.8668505873013"
"0060929596";"7.0";"10.0";"0.0";"1.4285714285714286";"0.2040816326530612";"1.4285714285714284";"5.278793418647166";"-76.51026998582164"
"0060929790";"9.0";"9.0";"1.4142135623730951";"2.4444444444444446";"0.271604938271605";"2.4444444444444446";"61.81444241316271";"-34.766424333258"
"0060929871";"27.0";"7.833333333333333";"1.1146408580454257";"2.074074074074074";"0.0768175582990397";"2.074074074074072";"34.25502742230347";"-63.80000287137152"
"006092988X";"15.0";"9.714285714285714";"0.4879500364742666";"2.466666666666667";"0.1644444444444444";"2.466666666666666";"62.95703839122486";"-33.6701371577274"
"0060930187";"9.0";"9.0";"1.4142135623730951";"2.4444444444444446";"0.271604938271605";"2.4444444444444446";"61.81444241316271";"-34.19914150224655"
"0060930535";"63.0";"8.11111111111111";"1.906301898468492";"1.8888888888888888";"0.0299823633156966";"1.8888888888888857";"22.554844606946983";"-77.3641149886228"
"0060931418";"9.0";"7.333333333333333";"2.0816659994661326";"3.0";"0.3333333333333333";"3.0";"89.57952468007312";"-5.318788907701361"
"0060932139";"11.0";"8.0";"1.4142135623730951";"2.272727272727273";"0.2066115702479339";"2.272727272727273";"48.65173674588665";"-44.166539794845804"
"0060932759";"17.0";"7.666666666666667";"2.0816659994661326";"2.5294117647058822";"0.1487889273356401";"2.5294117647058814";"67.3674588665448";"-30.278510338101526"
"0060932813";"6.0";"8.0";"1.4142135623730951";"3.1666666666666665";"0.5277777777777778";"3.166666666666667";"92.3217550274223";"2.633181724446956"
"0060934417";"35.0";"7.545454545454546";"1.8635254955935732";"1.6571428571428573";"0.0473469387755102";"1.657142857142857";"10.923217550274224";"-88.83752030331277"
"0060934425";"6.0";"7.0";"N/A";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"0.24048265568141858"
"0060934700";"8.0";"8.333333333333334";"1.1547005383792517";"3.125";"0.390625";"3.125";"90.83638025594149";"1.9003249941037978"
"0060934719";"8.0";"8.0";"0.0";"3.625";"0.453125";"3.625";"97.92047531992688";"4.747164626452559"
"0060934913";"6.0";"N/A";"N/A";"2.333333333333333";"0.3888888888888889";"2.3333333333333335";"54.341864716636195";"-39.541514282321856"
"0060935464";"10.0";"8.666666666666666";"1.96638416050035";"2.5";"0.25";"2.5";"67.09323583180988";"-25.169335078543995"
"0060936363";"7.0";"9.0";"N/A";"1.5714285714285714";"0.2244897959183673";"1.571428571428571";"9.483546617915906";"-84.98255147956412"
"0060938455";"33.0";"8.76923076923077";"1.0919284281983377";"2.1818181818181817";"0.0661157024793388";"2.1818181818181803";"43.0073126142596";"-56.72255270430637"
"0060955775";"8.0";"9.0";"1.4142135623730951";"1.75";"0.21875";"1.75";"16.270566727605118";"-74.32102822473541"
"0060958022";"20.0";"7.75";"2.2519832529192065";"2.25";"0.1125";"2.25";"47.691956124314444";"-50.8493165959418"
"0060959037";"16.0";"8.0";"1.4142135623730951";"2.125";"0.1328125";"2.125";"38.482632541133455";"-60.95780276161034"
"0060971479";"6.0";"7.5";"0.7071067811865476";"3.5";"0.5833333333333334";"3.5";"97.28062157221207";"16.521929024070204"
"0060972122";"9.0";"7.5";"0.7071067811865476";"2.6666666666666665";"0.2962962962962963";"2.6666666666666665";"76.34826325411335";"-12.587792007724346"
"0060973323";"6.0";"N/A";"N/A";"1.5";"0.25";"1.5";"7.9753199268738575";"-80.96073533496384"
"0060975547";"7.0";"9.5";"0.7071067811865476";"3.2857142857142856";"0.4693877551020408";"3.2857142857142856";"94.26416819012798";"3.9581441867319995"
"0060976845";"47.0";"7.538461538461538";"1.8081014266989472";"1.851063829787234";"0.0393843368039837";"1.8510638297872337";"20.40676416819013";"-79.48518195923626"
"0060977477";"10.0";"8.666666666666666";"0.5773502691896257";"2.6";"0.26";"2.6";"71.77787934186472";"-18.528144661531257"
"0060977493";"28.0";"8.555555555555555";"1.3333333333333333";"2.0";"0.0714285714285714";"1.9999999999999991";"26.37111517367459";"-73.03844759404817"
"0060977744";"7.0";"9.0";"1.4142135623730951";"3.571428571428572";"0.5102040816326531";"3.5714285714285716";"97.76051188299817";"5.775793787833578"
"0060981180";"9.0";"7.0";"1.7320508075688772";"2.0";"0.2222222222222222";"2.0";"32.47257769652651";"-56.46347756531119"
"0060987049";"6.0";"N/A";"N/A";"1.8333333333333333";"0.3055555555555555";"1.833333333333333";"20.315356489945156";"-71.94721442040871"
"0060987103";"52.0";"7.882352941176471";"1.495090003192804";"2.1346153846153846";"0.0410502958579881";"2.134615384615381";"38.84826325411335";"-60.88932019820788"
"0060987529";"32.0";"7.615384615384615";"1.0439078454267838";"2.03125";"0.0634765625";"2.03125";"32.72394881170018";"-66.74349995918702"
"0060987561";"34.0";"9.285714285714286";"0.9138735334633754";"1.911764705882353";"0.0562283737024221";"1.9117647058823513";"24.06307129798903";"-75.45840440918498"
"0060989238";"7.0";"9.0";"N/A";"3.0";"0.4285714285714285";"2.9999999999999996";"86.70018281535648";"8.098708651809233"
"006099486X";"16.0";"8.666666666666666";"1.5275252316519468";"2.375";"0.1484375";"2.375";"56.924131627056674";"-40.76814638012119"
"0061000019";"7.0";"N/A";"N/A";"3.0";"0.4285714285714285";"2.9999999999999996";"86.70018281535648";"-2.988390487618858"
"0061000027";"14.0";"8.0";"1.1547005383792517";"2.7857142857142856";"0.1989795918367347";"2.7857142857142856";"80.53016453382084";"-13.785429955431667"
"0061000035";"6.0";"8.5";"2.1213203435596424";"3.0";"0.5";"3.0";"89.57952468007312";"0.6434694182354264"
"0061000043";"17.0";"7.333333333333333";"2.0816659994661326";"2.294117647058824";"0.1349480968858131";"2.294117647058823";"50.57129798903108";"-46.055877559921186"
"0061000175";"16.0";"8.0";"0.0";"3.1875";"0.19921875";"3.1875";"92.50457038391225";"-1.7029702327666314"
"0061000280";"6.0";"7.0";"N/A";"2.333333333333333";"0.3888888888888889";"2.3333333333333335";"54.341864716636195";"N/A"
"0061000299";"8.0";"8.5";"0.7071067811865476";"1.75";"0.21875";"1.75";"16.270566727605118";"-72.15223263950791"
"0061002747";"6.0";"N/A";"N/A";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"5.67790788626067"
"0061005126";"6.0";"7.5";"2.1213203435596424";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"65.5204579576534"
"0061006629";"8.0";"8.333333333333334";"1.5275252316519468";"1.5";"0.1875";"1.5";"7.9753199268738575";"-81.71325337610149"
"0061007129";"8.0";"N/A";"N/A";"1.875";"0.234375";"1.875";"22.417733089579524";"-62.56663768956608"
"0061009059";"35.0";"7.6923076923076925";"1.6012815380508711";"2.0";"0.0571428571428571";"1.9999999999999984";"25.891224862888482";"-73.76917725188017"
"0061009881";"7.0";"8.0";"1.4142135623730951";"1.4285714285714286";"0.2040816326530612";"1.4285714285714284";"5.278793418647166";"-56.29261861392335"
"0061013412";"8.0";"7.0";"0.0";"2.75";"0.34375";"2.75";"79.95886654478976";"-13.924512454168294"
"0061013420";"7.0";"N/A";"N/A";"2.2857142857142856";"0.3265306122448979";"2.285714285714285";"50.297074954296164";"-38.63898030754153"
"006101351X";"69.0";"7.733333333333333";"1.791514389985135";"1.884057971014493";"0.0273051879857172";"1.884057971014487";"22.531992687385742";"-77.28277210248807"
"0061014176";"6.0";"10.0";"N/A";"1.5";"0.25";"1.5";"7.9753199268738575";"N/A"
"006101432X";"7.0";"7.5";"0.7071067811865476";"2.142857142857143";"0.3061224489795918";"2.1428571428571423";"40.03656307129799";"-37.28370088887644"
"0061014591";"6.0";"N/A";"N/A";"1.5";"0.25";"1.5";"7.9753199268738575";"-76.30670068054327"
"0061015725";"24.0";"7.777777777777778";"1.4813657362192647";"2.208333333333333";"0.0920138888888889";"2.2083333333333335";"44.424131627056674";"-54.36412137336783"
"0061020400";"8.0";"8.333333333333334";"1.5275252316519468";"2.875";"0.359375";"2.875";"84.50639853747715";"2.7173351330083477"
"0061020613";"6.0";"9.0";"N/A";"1.8333333333333333";"0.3055555555555555";"1.833333333333333";"20.315356489945156";"-55.6503749961815"
"006102063X";"7.0";"7.75";"0.957427107756338";"2.0";"0.2857142857142857";"2.0";"32.47257769652651";"-43.49315378960015"
"0061020648";"8.0";"9.0";"1.0";"2.25";"0.28125";"2.25";"47.691956124314444";"-41.9966171786609"
"0061020656";"11.0";"8.25";"1.2583057392117916";"1.9090909090909087";"0.1735537190082644";"1.9090909090909085";"24.017367458866545";"-60.96700332027906"
"0061020664";"8.0";"9.0";"1.0";"2.5";"0.3125";"2.5";"67.09323583180988";"-10.227028128364552"
"0061020672";"8.0";"8.0";"N/A";"3.5";"0.4375";"3.5";"97.28062157221207";"N/A"
"0061020680";"12.0";"8.666666666666666";"1.5275252316519468";"2.25";"0.1875";"2.25";"47.691956124314444";"-43.52480766220198"
"0061020699";"14.0";"7.666666666666667";"1.5275252316519463";"2.5";"0.1785714285714285";"2.499999999999999";"63.505484460694696";"-27.086110491645833"
"0061020702";"15.0";"8.8";"1.3038404810405295";"3.0";"0.2";"3.0";"89.57952468007312";"-3.2387518606593346"
"0061020710";"19.0";"8.2";"1.4832396974191326";"2.3157894736842106";"0.1218836565096952";"2.315789473684209";"51.73674588665448";"-45.67767930533409"
"006103004X";"9.0";"N/A";"N/A";"1.1111111111111112";"0.1234567901234568";"1.1111111111111112";"0.5255941499085923";"-86.94401569843008"
"0061030597";"12.0";"9.0";"N/A";"2.0";"0.1666666666666666";"1.9999999999999991";"26.37111517367459";"-70.0052210282318"
"0061030635";"6.0";"N/A";"N/A";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"-12.617928180578375"
"0061030643";"12.0";"7.5";"1.2909944487358056";"2.25";"0.1875";"2.25";"47.691956124314444";"-47.044276654599614"
"0061030651";"6.0";"8.0";"0.0";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"3.3122998902741045"
"006103102X";"7.0";"8.0";"N/A";"1.5714285714285714";"0.2244897959183673";"1.571428571428571";"9.483546617915906";"-66.48218486821075"
"0061031070";"6.0";"N/A";"N/A";"1.8333333333333333";"0.3055555555555555";"1.833333333333333";"20.315356489945156";"-75.94134863875472"
"0061031410";"10.0";"10.0";"N/A";"2.3";"0.2299999999999999";"2.299999999999999";"51.21115173674589";"-44.21585401326375"
"0061031429";"7.0";"N/A";"N/A";"2.857142857142857";"0.4081632653061224";"2.8571428571428568";"83.8436928702011";"-11.054620717573385"
"0061031755";"6.0";"8.0";"0.0";"1.6666666666666667";"0.2777777777777778";"1.6666666666666667";"13.117001828153565";"N/A"
"0061031992";"14.0";"N/A";"N/A";"2.357142857142857";"0.1683673469387755";"2.357142857142857";"55.37020109689214";"-40.35009373581732"
"0061040347";"11.0";"10.0";"N/A";"2.909090909090909";"0.2644628099173554";"2.909090909090909";"85.62614259597807";"-6.358575499186529"
"0061042005";"6.0";"7.0";"2.8284271247461903";"2.833333333333333";"0.4722222222222222";"2.833333333333333";"82.9981718464351";"-4.919089759708541"
"0061042943";"9.0";"7.333333333333333";"0.5773502691896258";"2.111111111111111";"0.2345679012345679";"2.111111111111111";"37.31718464351005";"-54.94538626684382"
"0061044431";"8.0";"8.0";"N/A";"2.875";"0.359375";"2.875";"84.50639853747715";"-6.393921765073685"
"0061054143";"9.0";"N/A";"N/A";"1.4444444444444444";"0.1604938271604938";"1.4444444444444442";"5.484460694698354";"N/A"
"0061054240";"7.0";"8.0";"N/A";"2.857142857142857";"0.4081632653061224";"2.8571428571428568";"83.8436928702011";"7.877961384074439"
"0061054437";"7.0";"7.8";"1.6431676725154984";"2.2857142857142856";"0.3265306122448979";"2.285714285714285";"50.297074954296164";"-33.98494565312096"
"0061054887";"9.0";"8.666666666666666";"1.5275252316519468";"2.2222222222222223";"0.2469135802469136";"2.2222222222222223";"45.56672760511883";"-39.41764317402678"
"0061054895";"9.0";"8.25";"0.5";"2.2222222222222223";"0.2469135802469136";"2.2222222222222223";"45.56672760511883";"-43.369327656718866"
"0061054909";"10.0";"8.25";"1.2583057392117916";"1.4";"0.1399999999999999";"1.399999999999999";"4.387568555758683";"N/A"
"0061056243";"6.0";"7.0";"N/A";"2.0";"0.3333333333333333";"2.0";"32.47257769652651";"-32.548840124644336"
"0061056774";"15.0";"7.0";"1.4142135623730951";"2.333333333333333";"0.1555555555555555";"2.3333333333333326";"52.62797074954296";"N/A"
"0061056871";"7.0";"7.0";"2.8284271247461903";"2.571428571428572";"0.3673469387755102";"2.5714285714285716";"70.70383912248629";"N/A"
"0061056901";"6.0";"10.0";"N/A";"3.5";"0.5833333333333334";"3.5";"97.28062157221207";"23.167242187347327"
"0061057088";"6.0";"7.5";"0.7071067811865476";"2.1666666666666665";"0.3611111111111111";"2.1666666666666665";"42.550274223034734";"-15.003849189924011"
"0061057363";"12.0";"7.666666666666667";"1.1547005383792517";"1.75";"0.1458333333333333";"1.7499999999999996";"15.562157221206581";"-69.42221355793903"
"0061057649";"7.0";"8.8";"0.8366600265340756";"2.142857142857143";"0.3061224489795918";"2.1428571428571423";"40.03656307129799";"-44.24545753611913"
"0061059056";"6.0";"9.5";"0.7071067811865476";"2.0";"0.3333333333333333";"2.0";"32.47257769652651";"-51.80944291089062"
"0061059064";"6.0";"8.75";"1.2583057392117916";"3.5";"0.5833333333333334";"3.5";"97.28062157221207";"23.167242187347327"
"0061059072";"7.0";"8.5";"1.0";"2.142857142857143";"0.3061224489795918";"2.1428571428571423";"40.03656307129799";"-44.24545753611913"
"0061091618";"7.0";"N/A";"N/A";"2.7142857142857144";"0.3877551020408163";"2.7142857142857144";"78.31352833638026";"N/A"
"0061091790";"13.0";"N/A";"N/A";"2.076923076923077";"0.1597633136094674";"2.076923076923076";"34.78062157221206";"-61.12876753750121"
"0061092045";"15.0";"10.0";"N/A";"2.2666666666666666";"0.1511111111111111";"2.2666666666666666";"48.12614259597806";"-46.081398020700824"
"0061092088";"7.0";"N/A";"N/A";"2.142857142857143";"0.3061224489795918";"2.1428571428571423";"40.03656307129799";"-51.693456609943084"
