"ISBN";"count";"rating-mean";"rating-std";"group-size";"group-weight";"normalized-weight";"weighted-count";"rank";"rank-gain"
"0060517794";"9.0";"8.5";"2.1213203435596424";"929.7777777777778";"1.7777777777777777";"0.0019120458891013";"0.0172084130019117";"62.248628884826324";"-32.861933381217746"
"0060520507";"6.0";"8.0";"N/A";"1830.0";"2.333333333333333";"0.0012750455373406";"0.0076502732240436005";"21.823583180987203";"-60.93410600976648"
"0060540753";"11.0";"7.666666666666667";"0.5773502691896258";"2510.181818181818";"2.0";"0.0007967550340431";"0.0087643053744741";"28.953382084095065";"-63.45969243448634"
"0060542128";"8.0";"8.333333333333334";"1.5275252316519468";"2434.0";"2.625";"0.0010784716516023";"0.0086277732128184";"28.062157221206583";"-62.838163081344256"
"0060548258";"6.0";"8.666666666666666";"1.5275252316519468";"2434.833333333333";"2.833333333333333";"0.0011636662331439";"0.006981997398863401";"17.230347349177332";"-44.341064683393185"
"0060549270";"10.0";"9.0";"N/A";"1212.5";"1.6";"0.0013195876288659";"0.013195876288659";"49.611517367458866";"-40.077055935516476"
"0060557257";"10.0";"7.5";"3.5355339059327378";"320.5";"1.8";"0.0056162246489859";"0.056162246489859";"94.26416819012798";"0.6856554745026102"
"0060557818";"6.0";"9.0";"N/A";"687.8333333333334";"2.833333333333333";"0.0041192149260964";"0.024715289556578396";"76.78244972577697";"6.466392148499153"
"0060562773";"8.0";"7.0";"1.4142135623730951";"919.875";"1.875";"0.0020383204239706";"0.0163065633917648";"59.59780621572212";"-23.159882975031557"
"0060652934";"7.0";"7.666666666666667";"2.309401076758503";"2413.5714285714284";"3.2857142857142856";"0.0013613495116898";"0.009529446581828601";"33.226691042047534";"-58.50332863919354"
"0060740450";"11.0";"8.0";"N/A";"813.8181818181819";"2.1818181818181817";"0.002680965147453";"0.029490616621982997";"82.06124314442413";"N/A"
"0060801263";"7.0";"9.0";"1.4142135623730951";"1488.428571428571";"2.0";"0.0013436990114214";"0.009405893079949799";"32.541133455210236";"-47.14473850095076"
"0060809248";"12.0";"7.0";"0.0";"697.8333333333334";"1.8333333333333333";"0.0026271793647002";"0.0315261523764024";"83.9579524680073";"-4.978102793830388"
"0060809736";"7.0";"10.0";"N/A";"2630.428571428572";"3.0";"0.0011404985607994";"0.0079834899255958";"23.948811700182816";"-43.85885240663616"
"0060809833";"15.0";"8.833333333333334";"1.1690451944500122";"1521.0";"2.466666666666667";"0.0016217400832785";"0.0243261012491775";"75.98263254113346";"-18.915681046641026"
"0060830956";"7.0";"9.0";"N/A";"2567.714285714286";"3.7142857142857135";"0.0014465338822743";"0.010125737175920099";"36.24314442413163";"-54.3484505282089"
"0060901012";"6.0";"N/A";"N/A";"2460.5";"2.6666666666666665";"0.0010837905574747";"0.0065027433448481995";"14.16819012797075";"-58.14300502504126"
"0060913509";"8.0";"N/A";"N/A";"1639.375";"2.875";"0.001753717117804";"0.014029736942432";"52.856489945155396";"N/A"
"0060914653";"9.0";"8.0";"N/A";"2863.222222222222";"3.111111111111111";"0.0010865768947184";"0.0097791920524656";"34.460694698354665";"-59.74684591832422"
"0060915544";"28.0";"8.909090909090908";"0.9438798074485388";"1467.821428571429";"2.321428571428572";"0.0015815469962772";"0.0442833158957616";"90.95063985374772";"-8.54382238528288"
"0060916338";"7.0";"N/A";"N/A";"1668.7142857142858";"2.142857142857143";"0.0012841366321376";"0.0089889564249632";"30.095978062157222";"-49.58989389400377"
"0060916508";"22.0";"8.333333333333334";"1.118033988749895";"1352.7727272727273";"2.363636363636364";"0.0017472531164947";"0.0384395685628834";"88.68829981718464";"-8.780152311090745"
"0060917016";"10.0";"7.666666666666667";"0.5773502691896258";"2417.4";"2.4";"0.0009928021841648";"0.009928021841648";"35.214808043875685";"-56.00195574264074"
"0060920084";"9.0";"7.6";"0.8944271909999159";"2342.222222222222";"2.6666666666666665";"0.0011385199240986";"0.010246679316887402";"36.99725776965265";"-58.005250623817815"
"0060921145";"20.0";"7.666666666666667";"0.5773502691896258";"1694.95";"2.5";"0.0014749697631198";"0.029499395262396";"82.12979890310785";"-16.743353568624485"
"0060922249";"8.0";"8.0";"2.160246899469287";"914.0";"2.5";"0.0027352297592997";"0.0218818380743976";"72.28062157221207";"-15.188988276126608"
"0060922532";"13.0";"8.0";"0.0";"2441.3076923076924";"2.6153846153846154";"0.0010713047862116";"0.0139269622207508";"52.46800731261426";"-45.6757815192462"
"0060924349";"6.0";"N/A";"N/A";"550.5";"1.8333333333333333";"0.0033303057826218";"0.0199818346957308";"68.60146252285192";"-17.062104026756387"
"0060924640";"6.0";"7.0";"N/A";"2511.6666666666665";"1.1666666666666667";"0.0004644990046449";"0.0027869940278694";"0.09140767824497258";"-78.51006648530227"
"0060924799";"6.0";"9.0";"1.4142135623730951";"1050.5";"1.8333333333333333";"0.0017452006980802";"0.010471204188481199";"38.23126142595978";"-40.37021273758747"
"0060925000";"7.0";"9.0";"N/A";"1027.2857142857142";"1.4285714285714286";"0.0013906271728549";"0.0097343902099843";"34.30073126142596";"-49.25578477299691"
"0060926317";"16.0";"7.0";"2.6457513110645907";"2222.625";"2.75";"0.0012372757437714";"0.0197964119003424";"68.35009140767825";"-28.790340035998668"
"0060927216";"8.0";"10.0";"N/A";"646.375";"1.875";"0.0029007928833881";"0.0232063430671048";"74.4744058500914";"-17.255613831149674"
"0060928336";"86.0";"8.55";"1.669383750149485";"942.5697674418604";"1.825581395348837";"0.0019368130173572";"0.1665659194927192";"99.56581352833638";"-0.422609271030737"
"0060929596";"7.0";"10.0";"0.0";"333.42857142857144";"1.4285714285714286";"0.0042844901456726";"0.0299914310197082";"82.6325411334552";"0.8434777289864002"
"0060929790";"9.0";"9.0";"1.4142135623730951";"2273.0";"2.4444444444444446";"0.001075426504375";"0.009678838539375002";"33.93510054844607";"-62.64576619797464"
"0060929871";"27.0";"7.833333333333333";"1.1146408580454257";"361.5925925925926";"2.074074074074074";"0.0057359418211615";"0.1548704291713605";"99.5201096892139";"1.4650793955389076"
"006092988X";"15.0";"9.714285714285714";"0.4879500364742666";"1483.4";"2.466666666666667";"0.0016628466136353";"0.0249426992045295";"77.01096892138939";"-19.616206627562875"
"0060930187";"9.0";"9.0";"1.4142135623730951";"1891.111111111111";"2.4444444444444446";"0.0012925969447708";"0.0116333725029372";"43.692870201096895";"-52.32071371431236"
"0060930535";"63.0";"8.11111111111111";"1.906301898468492";"877.9206349206349";"1.8888888888888888";"0.002151548572565";"0.135547560071595";"99.29159049360146";"-0.627369101968327"
"0060931418";"9.0";"7.333333333333333";"2.0816659994661326";"2129.8888888888887";"3.0";"0.001408524179665";"0.012676717616985";"47.691956124314444";"-47.20635746346004"
"0060932139";"11.0";"8.0";"1.4142135623730951";"282.27272727272725";"2.272727272727273";"0.0080515297906602";"0.08856682769726221";"97.96617915904936";"5.147902618316905"
"0060932759";"17.0";"7.666666666666667";"2.0816659994661326";"1798.2941176470588";"2.5294117647058822";"0.0014065617742304";"0.0239115501619168";"75.54844606946983";"-22.097523135176488"
"0060932813";"6.0";"8.0";"1.4142135623730951";"3956.6666666666665";"3.1666666666666665";"0.0008003369839932";"0.0048020219039592";"4.410420475319927";"-85.27815282765542"
"0060934417";"35.0";"7.545454545454546";"1.8635254955935732";"1456.571428571429";"1.6571428571428573";"0.0011377010592389";"0.039819537073361506";"89.14533820840951";"-10.61539964517749"
"0060934425";"6.0";"7.0";"N/A";"2928.833333333333";"2.833333333333333";"0.0009673931599613";"0.005804358959767801";"9.392138939670932";"-73.36555025108275"
"0060934700";"8.0";"8.333333333333334";"1.1547005383792517";"636.125";"3.125";"0.0049125564943996";"0.0393004519551968";"88.9853747714808";"0.04931950964311227"
"0060934719";"8.0";"8.0";"0.0";"1976.125";"3.625";"0.0018343981276488";"0.0146751850211904";"54.890310786106035";"-38.282999907368286"
"0060934913";"6.0";"N/A";"N/A";"923.5";"2.333333333333333";"0.0025266197437285";"0.015159718462371002";"56.46709323583181";"-37.41628576312624"
"0060935464";"10.0";"8.666666666666666";"1.96638416050035";"1678.9";"2.5";"0.0014890702245517";"0.014890702245517001";"55.484460694698356";"-36.778110215655516"
"0060936363";"7.0";"9.0";"N/A";"1007.8571428571428";"1.5714285714285714";"0.0015591778880226";"0.0109142452161582";"40.6764168190128";"-53.78968127846723"
"0060938455";"33.0";"8.76923076923077";"1.0919284281983377";"1153.5454545454545";"2.1818181818181817";"0.0018914020017337";"0.062416266057212094";"95.54387568555758";"-4.18598963300839"
"0060955775";"8.0";"9.0";"1.4142135623730951";"503.25";"1.75";"0.0034773969200198";"0.0278191753601584";"80.16453382084094";"-10.427061131499585"
"0060958022";"20.0";"7.75";"2.2519832529192065";"1487.45";"2.25";"0.0015126558875928";"0.030253117751855997";"82.8382084095064";"-15.703064310749852"
"0060959037";"16.0";"8.0";"1.4142135623730951";"1432.625";"2.125";"0.0014832911613297";"0.0237326585812752";"75.20566727605119";"-24.234768026692606"
"0060971479";"6.0";"7.5";"0.7071067811865476";"3235.333333333333";"3.5";"0.0010818050690294";"0.006490830414176399";"13.96252285191956";"-66.79616969622231"
"0060972122";"9.0";"7.5";"0.7071067811865476";"1638.888888888889";"2.6666666666666665";"0.0016271186440677";"0.014644067796609301";"54.821755027422306";"-34.11430023441539"
"0060973323";"6.0";"N/A";"N/A";"760.5";"1.5";"0.0019723865877712";"0.0118343195266272";"44.515539305301644";"-44.42051595653605"
"0060975547";"7.0";"9.5";"0.7071067811865476";"2205.8571428571427";"3.2857142857142856";"0.0014895408328476";"0.0104267858299332";"37.888482632541134";"-52.41754137085484"
"0060976845";"47.0";"7.538461538461538";"1.8081014266989472";"1186.468085106383";"1.851063829787234";"0.0015601463309662";"0.07332687755541141";"96.89213893967093";"-2.999807187755465"
"0060977477";"10.0";"8.666666666666666";"0.5773502691896257";"2384.1";"2.6";"0.0010905582819512";"0.010905582819512";"40.58500914076782";"-49.72101486262815"
"0060977493";"28.0";"8.555555555555555";"1.3333333333333333";"1144.0";"2.0";"0.0017482517482517";"0.0489510489510476";"92.29890310786107";"-7.110659659861696"
"0060977744";"7.0";"9.0";"1.4142135623730951";"3563.0";"3.571428571428572";"0.0010023655827753";"0.007016559079427101";"17.50457038391225";"-74.48014771125234"
"0060981180";"9.0";"7.0";"1.7320508075688772";"1763.4444444444443";"2.0";"0.0011341440362926";"0.010207296326633399";"36.79159049360146";"-52.14446476823623"
"0060987049";"6.0";"N/A";"N/A";"1676.5";"1.8333333333333333";"0.0010935480664081";"0.006561288398448599";"14.488117001828154";"-77.77445390852571"
"0060987103";"52.0";"7.882352941176471";"1.495090003192804";"925.7115384615385";"2.1346153846153846";"0.0023059185242121";"0.1199077632590292";"99.04021937842779";"-0.6973640738934392"
"0060987529";"32.0";"7.615384615384615";"1.0439078454267838";"1327.375";"2.03125";"0.0015302759205198";"0.0489688294566336";"92.3217550274223";"-7.1456937434649035"
"0060987561";"34.0";"9.285714285714286";"0.9138735334633754";"1551.470588235294";"1.911764705882353";"0.0012322274881516";"0.041895734597154406";"89.94515539305301";"-9.576320314120991"
"0060989238";"7.0";"9.0";"N/A";"2826.1428571428573";"3.0";"0.0010615174644897";"0.007430622251427901";"20.06398537477148";"-58.537488788775775"
"006099486X";"16.0";"8.666666666666666";"1.5275252316519468";"2181.25";"2.375";"0.0010888252148997";"0.0174212034383952";"63.04844606946983";"-34.64383193770803"
"0061000019";"7.0";"N/A";"N/A";"2950.0";"3.0";"0.0010169491525423";"0.007118644067796101";"18.212979890310788";"-71.47559341266455"
"0061000027";"14.0";"8.0";"1.1547005383792517";"2391.428571428572";"2.7857142857142856";"0.0011648745519713";"0.0163082437275982";"59.643510054844604";"-34.6720844344079"
"0061000035";"6.0";"8.5";"2.1213203435596424";"3578.333333333333";"3.0";"0.0008383791336748";"0.0050302748020488";"5.6672760511883";"-83.2687792106494"
"0061000043";"17.0";"7.333333333333333";"2.0816659994661326";"2135.823529411765";"2.294117647058824";"0.0010741138560687";"0.018259935553167902";"64.92230347349178";"-31.704872075460486"
"0061000175";"16.0";"8.0";"0.0";"1698.5625";"3.1875";"0.0018765868197372";"0.0300253891157952";"82.70109689213893";"-11.506443724539949"
"0061000280";"6.0";"7.0";"N/A";"1966.8333333333333";"2.333333333333333";"0.001186340140666";"0.007118040843996001";"18.190127970749543";"N/A"
"0061000299";"8.0";"8.5";"0.7071067811865476";"1560.625";"1.75";"0.0011213456147376";"0.0089707649179008";"30.027422303473493";"-58.395377063639536"
"0061002747";"6.0";"N/A";"N/A";"703.3333333333334";"2.833333333333333";"0.0040284360189573";"0.024170616113743798";"75.845521023766";"-1.4747429364084326"
"0061005126";"6.0";"7.5";"2.1213203435596424";"3709.1666666666665";"2.833333333333333";"0.0007638732869018";"0.0045832397214108";"3.359232175502742";"-14.118481713278952"
"0061006629";"8.0";"8.333333333333334";"1.5275252316519468";"1505.375";"1.5";"0.0009964294610977";"0.0079714356887816";"23.788848263254113";"-65.89972503972123"
"0061007129";"8.0";"N/A";"N/A";"1018.875";"1.875";"0.0018402649981597";"0.0147221199852776";"55.02742230347349";"-29.956948475672114"
"0061009059";"35.0";"7.6923076923076925";"1.6012815380508711";"1330.2571428571428";"2.0";"0.0015034687171116";"0.052621405098906";"93.30438756855575";"-6.35601454621289"
"0061009881";"7.0";"8.0";"1.4142135623730951";"1300.2857142857142";"1.4285714285714286";"0.001098659635245";"0.0076906174467149995";"22.07495429616088";"-39.49645773640964"
"0061013412";"8.0";"7.0";"0.0";"3433.5";"2.75";"0.0008009319935925";"0.00640745594874";"13.276965265082266";"-80.60641373387578"
"0061013420";"7.0";"N/A";"N/A";"3430.0";"2.2857142857142856";"0.0006663890045814";"0.0046647230320698";"3.679159049360146";"-85.25689621247754"
"006101351X";"69.0";"7.733333333333333";"1.791514389985135";"1064.144927536232";"1.884057971014493";"0.0017704900171601";"0.1221638111840469";"99.08592321755027";"-0.7288415723235318"
"0061014176";"6.0";"10.0";"N/A";"1908.0";"1.5";"0.0007861635220125";"0.0047169811320750005";"3.930530164533821";"N/A"
"006101432X";"7.0";"7.5";"0.7071067811865476";"2727.5714285714284";"2.142857142857143";"0.0007856282407164";"0.0054993976850148";"7.63254113345521";"-69.68772282671922"
"0061014591";"6.0";"N/A";"N/A";"1901.0";"1.5";"0.0007890583903208";"0.0047343503419248";"3.9990859232175504";"-80.28293468419957"
"0061015725";"24.0";"7.777777777777778";"1.4813657362192647";"1166.3333333333333";"2.208333333333333";"0.0018933981137467";"0.0454415547299208";"91.22486288848263";"-7.563390111941871"
"0061020400";"8.0";"8.333333333333334";"1.5275252316519468";"684.625";"2.875";"0.0041993792222019";"0.0335950337776152";"85.53473491773309";"3.745671513264284"
"0061020613";"6.0";"9.0";"N/A";"1550.3333333333333";"1.8333333333333333";"0.0011825413889486";"0.0070952483336916";"18.075868372943326";"-57.88986311318333"
"006102063X";"7.0";"7.75";"0.957427107756338";"876.8571428571429";"2.0";"0.0022808732486151";"0.0159661127403057";"58.72943327239488";"-17.23629821373178"
"0061020648";"8.0";"9.0";"1.0";"1316.375";"2.25";"0.0017092393884721";"0.0136739151077768";"51.553930530164536";"-38.13464277281081"
"0061020656";"11.0";"8.25";"1.2583057392117916";"1316.7272727272727";"1.9090909090909087";"0.0014498757249378";"0.015948632974315802";"58.6837294332724";"-26.30064134587321"
"0061020664";"8.0";"9.0";"1.0";"933.625";"2.5";"0.0026777346364975";"0.02142187709198";"71.43510054844607";"-5.885163411728357"
"0061020672";"8.0";"8.0";"N/A";"2578.0";"3.5";"0.0013576415826221";"0.0108611326609768";"40.356489945155396";"N/A"
"0061020680";"12.0";"8.666666666666666";"1.5275252316519468";"1173.1666666666667";"2.25";"0.0019178860633612";"0.0230146327603344";"74.13162705667276";"-17.08513672984367"
"0061020699";"14.0";"7.666666666666667";"1.5275252316519463";"748.5714285714286";"2.5";"0.0033396946564885";"0.046755725190839";"91.65904936014626";"1.0674544078057266"
"0061020702";"15.0";"8.8";"1.3038404810405295";"1531.0";"3.0";"0.0019595035924232";"0.029392553886348";"81.85557586837294";"-10.962700672359517"
"0061020710";"19.0";"8.2";"1.4832396974191326";"881.5263157894736";"2.3157894736842106";"0.0026270225088064";"0.0499134276673216";"92.71023765996344";"-4.704187532025131"
"006103004X";"9.0";"N/A";"N/A";"819.3333333333334";"1.1111111111111112";"0.0013561160835367";"0.0122050447518303";"45.93235831809872";"-41.537251530239956"
"0061030597";"12.0";"9.0";"N/A";"2414.75";"2.0";"0.0008282430893467";"0.0099389170721604";"35.26051188299817";"-61.11582431890821"
"0061030635";"6.0";"N/A";"N/A";"4670.166666666667";"2.833333333333333";"0.0006066878412619";"0.0036401270475714003";"0.6398537477148081";"-94.97624627929866"
"0061030643";"12.0";"7.5";"1.2909944487358056";"2629.583333333333";"2.25";"0.0008556488670575";"0.01026778640469";"37.06581352833638";"-57.67041925057768"
"0061030651";"6.0";"8.0";"0.0";"2617.6666666666665";"2.833333333333333";"0.0010823888959633";"0.006494333375779799";"14.053930530164534";"-65.63194142599646"
"006103102X";"7.0";"8.0";"N/A";"1720.857142857143";"1.5714285714285714";"0.0009131661962477";"0.0063921633737339";"13.162705667276052";"-62.80302581885061"
"0061031070";"6.0";"N/A";"N/A";"1369.6666666666667";"1.8333333333333333";"0.0013385251886103";"0.0080311511316618";"24.382998171846435";"-71.87370695685344"
